Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8517378,2019-02-01 02:15:18,2019-02-01 02:14:07,6044332,864339476,6044332,143,149,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517378,SRX5320792,Kp_R_Mero_-_120m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316567,SAMN10856632,simple,573,Klebsiella pneumoniae,Kp_R_Mero_-_120m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,DD3916AF81ED5E56E1B2BE4A2D1D3248,E23310FF2264D6F592AB3CB7152F12E7
SRR8517379,2019-02-01 02:16:18,2019-02-01 02:14:47,7798827,1115232261,7798827,143,199,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517379,SRX5320791,Kp_S_Cip_+_000m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316566,SAMN10856633,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_000m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,990AF402162C52D8E5D887DA81361EAC,76D3D15A3400DD6B6178CBD84F0DF8F7
SRR8517380,2019-02-01 02:17:14,2019-02-01 02:15:49,9766801,1396652543,9766801,143,241,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517380,SRX5320790,Kp_S_Cip_+_000m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316565,SAMN10856634,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_000m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,9D4214F1C3D1D1938591F6E18FC154DF,3399EA7A40F637D7677B4E09716BBFD8
SRR8517381,2019-02-01 02:16:18,2019-02-01 02:14:49,9141878,1307288554,9141878,143,230,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517381,SRX5320789,Kp_S_Cip_+_010m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316564,SAMN10856635,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_010m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,5736FABC9BC90CA39EF0D29F797C46A6,654807BC8DDB67255D55C0C6762836B4
SRR8517382,2019-02-01 02:16:18,2019-02-01 02:14:31,6873325,982885475,6873325,143,166,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517382,SRX5320788,Kp_S_Cip_+_010m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316563,SAMN10856636,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_010m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,C6AB036F26744C1353C424BB07345EAF,1B72F34C27C6ED482F4C54AC9F1C9E71
SRR8517383,2019-02-01 02:16:18,2019-02-01 02:14:53,9558123,1366811589,9558123,143,260,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517383,SRX5320787,Kp_S_Cip_+_030m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316562,SAMN10856637,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_030m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,D7F152337B18E2A281BFB74F38AF3F6F,31AB85CB7772DD2E2432CF1E7FF471D5
SRR8517384,2019-02-01 02:16:18,2019-02-01 02:15:11,8722289,1247287327,8722289,143,219,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517384,SRX5320786,Kp_S_Cip_+_030m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316561,SAMN10856638,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_030m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,F3B7D2A7D13DEA3068B4D463BD301D75,F93043B8AD864BEA433DD16933B14651
SRR8517385,2019-02-01 02:16:18,2019-02-01 02:14:41,7523906,1075918558,7523906,143,214,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517385,SRX5320785,Kp_S_Cip_+_060m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316560,SAMN10856639,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_060m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,8B92D42EB48FF7D42CD3D8AE07FA0B6C,81BD967AF237492D4A119B2A876F2715
SRR8517386,2019-02-01 02:17:13,2019-02-01 02:15:37,12510769,1789039967,12510769,143,327,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517386,SRX5320784,Kp_S_Cip_+_060m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316559,SAMN10856640,simple,573,Klebsiella pneumoniae,Kp_S_Cip_+_060m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,2745F964C417465326831228A08478C6,FADED26A7E1F2637DBA219067846EBB6
SRR8517360,2019-02-01 02:17:14,2019-02-01 02:15:31,11696660,1672622380,11696660,143,294,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517360,SRX5320810,Kp_S_Cip_-_000m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316585,SAMN10856642,simple,573,Klebsiella pneumoniae,Kp_S_Cip_-_000m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,1F837CD10F3A471615B7E9021556F819,85642FBC17811609F7AB0E71C570E613
SRR8517390,2019-02-01 02:18:12,2019-02-01 02:16:36,14686786,2100210398,14686786,143,374,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517390,SRX5320780,Kp_S_Cip_-_030m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316555,SAMN10856645,simple,573,Klebsiella pneumoniae,Kp_S_Cip_-_030m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,D27A100CD09D64CA1BB9B9800D705F22,81CA07E5C9D2D30802CBF12E525970DB
SRR8517389,2019-02-01 02:16:18,2019-02-01 02:14:51,8224310,1176076330,8224310,143,203,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517389,SRX5320781,Kp_S_Cip_-_030m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316556,SAMN10856646,simple,573,Klebsiella pneumoniae,Kp_S_Cip_-_030m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,8F5990F98C56AE574B18AD64F8869BEF,1EDD55C19DA50AEDDF341B94A42664B5
SRR8517392,2019-02-01 02:16:18,2019-02-01 02:14:11,4727333,676008619,4727333,143,118,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517392,SRX5320778,Kp_S_Cip_-_060m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316553,SAMN10856647,simple,573,Klebsiella pneumoniae,Kp_S_Cip_-_060m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,843CF98E385D42D7231E914CDC297FB7,F2532291AF7C366961B3A52B0A5EA5FA
SRR8517391,2019-02-01 02:16:18,2019-02-01 02:14:48,7466799,1067752257,7466799,143,190,NC_016845.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517391,SRX5320779,Kp_S_Cip_-_060m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316554,SAMN10856648,simple,573,Klebsiella pneumoniae,Kp_S_Cip_-_060m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,822E687CC8FD13A909AB95DB06A6EDD1,893CCA6D1ADE8572CAC48182067D1518
SRR8517388,2019-02-01 02:15:18,2019-02-01 02:13:11,839285,114142760,839285,136,50,NC_012731.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517388,SRX5320782,Kp_S_Gent_+_000m_rep1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316557,SAMN10856649,simple,573,Klebsiella pneumoniae,Kp_S_Gent_+_000m_rep1,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,60D0711534F44DC605F2D567D51A1D6D,B9164F978E8F4C9CA2F8FEA9E0046184
SRR8517387,2019-02-01 02:15:18,2019-02-01 02:12:54,177788,24179168,177788,136,12,NC_012731.fna,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008317/SRR8517387,SRX5320783,Kp_S_Gent_+_000m_rep2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP183116,PRJNA518730,,518730,SRS4316558,SAMN10856650,simple,573,Klebsiella pneumoniae,Kp_S_Gent_+_000m_rep2,,,,,,,no,,,,,BROAD INSTITUTE OF MIT AND HARVARD,SRA842608,,public,02D9644A2BA8EE0CD49F2A79028D692B,39E663F16E0174F7D24A4459952F6B54
SRR8260121,2018-11-29 10:01:37,2018-11-29 06:49:58,9224187,2767256100,9224187,300,993,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR8260121/SRR8260121.1,SRX5077304,TfpNDM-hvKP,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP171110,PRJNA507516,,507516,SRS4090700,SAMN10497038,simple,573,Klebsiella pneumoniae,TfpNDM-hvKP,,,,,,,no,,,,,CHINESE NATIONAL HUMAN GENOME CENTER AT SHANGHAI,SRA816175,,public,355D8F5501E3216975799FCEC8A51954,D51DB432FB0C692865D962F54DB851EA
SRR3018863,2015-12-21 17:12:51,2015-12-16 17:11:34,5297354,805197808,5297354,152,275,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3018863/SRR3018863.1,SRX1485628,15UHKPC48M9FE1-PE-IL77-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208843,SAMN04330246,simple,573,Klebsiella pneumoniae,UHKPC48M9FE _Rep_1,,,,,,,no,,,,,JCVI,SRA320216,,public,E7B684B26DEA0C004409EDE362A9C1F5,4E992612A5D6AF622A06A09F896E4729
SRR3018907,2015-12-21 17:12:46,2015-12-16 17:11:07,5083545,772698840,5083545,152,267,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3018907/SRR3018907.1,SRX1485637,16UHKPC48M9FE2-PE-IL84-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208852,SAMN04330247,simple,573,Klebsiella pneumoniae,UHKPC48M9FE _Rep_2,,,,,,,no,,,,,JCVI,SRA320217,,public,7738D5BB297BF495DAFCDDD293D54194,0CF24F498AFACD48C29E77887F605E06
SRR3019181,2015-12-21 17:12:46,2015-12-16 17:11:22,4294010,652689520,4294010,152,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019181/SRR3019181.1,SRX1485691,17UHKPC48M9SER1-PE-IL59-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208860,SAMN04330248,simple,573,Klebsiella pneumoniae,UHKPC48M9SERUM _Rep_1,,,,,,,no,,,,,JCVI,SRA320219,,public,3FCD61C81D2088BC771AD7CA9C2371FD,413DD8C4FCDAFC25945E4BBBE45F5C60
SRR3019182,2015-12-21 17:15:00,2015-12-16 17:13:01,4091266,621872432,4091266,152,217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019182/SRR3019182.1,SRX1485692,18UHKPC48M9SER2-PE-IL63-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208859,SAMN04330249,simple,573,Klebsiella pneumoniae,UHKPC48M9SERUM _Rep_2,,,,,,,no,,,,,JCVI,SRA320220,,public,EB166534B313A0BF6737EA0B32697286,EA40F36C6796715725EDE5FE8201AAA9
SRR3019183,2015-12-21 17:14:55,2015-12-16 17:13:03,4617658,701884016,4617658,152,241,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019183/SRR3019183.1,SRX1485693,25VAKPC297M91-PE-IL26-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208858,SAMN04330250,simple,573,Klebsiella pneumoniae,VAKPC297M9 _Rep_1,,,,,,,no,,,,,JCVI,SRA320221,,public,B5038A4804F9BC62C6DCC49305CF2211,3DACD7B9AD3BFDDD91911C0653B7CAAC
SRR3019185,2015-12-21 17:14:50,2015-12-16 17:13:03,4192331,637234312,4192331,152,226,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019185/SRR3019185.1,SRX1485694,26VAKPC297M92-PE-IL40-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208861,SAMN04330251,simple,573,Klebsiella pneumoniae,VAKPC297M9 _Rep_2,,,,,,,no,,,,,JCVI,SRA320222,,public,DFE0F3D1907C3DC995A3ED873CDFAB86,2CC42B9E8227E3F5126E34012CB10FAE
SRR3019202,2015-12-21 17:14:48,2015-12-16 17:13:11,4271693,649297336,4271693,152,228,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019202/SRR3019202.1,SRX1485711,28VAKPC297M9FE2-PE-IL62-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208862,SAMN04330252,simple,573,Klebsiella pneumoniae,VAKPC297M9FE _Rep_1,,,,,,,no,,,,,JCVI,SRA320224,,public,7399E77836435FFC3679E626C60DB28E,1690443A612B2FA062C91358ABFA5B0F
SRR3019203,2015-12-21 17:17:48,2015-12-16 17:16:13,5656959,859857768,5656959,152,297,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019203/SRR3019203.1,SRX1485712,29VAKPC297M9SER1-PE-IL82-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208879,SAMN04330253,simple,573,Klebsiella pneumoniae,VAKPC297M9SERUM _Rep_1,,,,,,,no,,,,,JCVI,SRA320225,,public,3DF8BB9599BF9C504F564DA3C182B607,DD2F1D0BA361D25A304F1745AC198876
SRR3019204,2015-12-21 17:17:47,2015-12-16 17:15:49,4740319,720528488,4740319,152,252,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR3019204/SRR3019204.1,SRX1485713,30VAKPC297M9SER2-PE-IL28-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP049417,PRJNA259789,,259789,SRS1208880,SAMN04330254,simple,573,Klebsiella pneumoniae,VAKPC297M9SERUM _Rep_2,,,,,,,no,,,,,JCVI,SRA320226,,public,7D57FA2A68C65D688D3A27C41EF87478,E7E532D00344BB19377D2098B6E71264
SRR8260120,2018-11-29 10:01:38,2018-11-29 06:51:43,16519868,4955960400,16519868,300,1769,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR8260120/SRR8260120.1,SRX5077305,hvKP-BD2411,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP171110,PRJNA507516,,507516,SRS4090699,SAMN10497037,simple,573,Klebsiella pneumoniae,hvKP-BD2411,,,,,,,no,,,,,CHINESE NATIONAL HUMAN GENOME CENTER AT SHANGHAI,SRA816175,,public,1BCE7336B055BBEEF040B860116BA972,C020EDF3C55584CF868F13349FBDB2EC
SRR3017325,2015-12-21 11:48:25,2015-12-16 11:47:57,4567373,694240696,4567373,152,233,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017325/SRR3017325.1,SRX1485123,215001420CONTROL-PE-IL59-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208485,SAMN04330146,simple,573,Klebsiella pneumoniae,5001420-CONTROL _Rep_4,,,,,,,no,,,,,JCVI,SRA320058,,public,FFF65EF210F2D85446DC65D3105380E1,99588A6E6483B249F57023FE27D86B58
SRR3017353,2015-12-21 11:52:10,2015-12-16 11:50:16,4795256,728878912,4795256,152,242,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017353/SRR3017353.1,SRX1485134,295001420CONTROLB-PE-IL29-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208487,SAMN04330147,simple,573,Klebsiella pneumoniae,5001420-CONTROL _Rep_5,,,,,,,no,,,,,JCVI,SRA320059,,public,8F89E54F00964D74FB0EDDC361DECA45,3E920517C13F969B208F4A7410704328
SRR3017377,2015-12-21 11:51:48,2015-12-16 11:50:36,5622825,854669400,5622825,152,323,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017377/SRR3017377.1,SRX1485135,500A1420IMPA-PE-IL40-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208488,SAMN04330148,simple,573,Klebsiella pneumoniae,5001420-IMP _Rep_1,,,,,,,no,,,,,JCVI,SRA320060,,public,990BC765736714CD2C07B83C257C1DE6,8BC40DC1529D88FB47BD6F8313F64CE8
SRR3017378,2015-12-21 11:50:27,2015-12-16 11:49:46,3746343,569444136,3746343,152,214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017378/SRR3017378.1,SRX1485136,500A1420IMPB-PE-IL47-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208489,SAMN04330149,simple,573,Klebsiella pneumoniae,5001420-IMP _Rep_2,,,,,,,no,,,,,JCVI,SRA320061,,public,75359F96CCB44329E7FFA28E9D9B4A7A,85232BCEDE43B441FD42EB3EE6D7521B
SRR3017380,2015-12-21 11:51:47,2015-12-16 11:50:16,4875297,741045144,4875297,152,279,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017380/SRR3017380.1,SRX1485137,500A1420AIMPC-PE-IL45-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208492,SAMN04330150,simple,573,Klebsiella pneumoniae,5001420-IMP _Rep_3,,,,,,,no,,,,,JCVI,SRA320062,,public,D60C2E1B303BC6AF3802E5F1C6702BAF,5AE089F7AD726E38F860AB310C10A6A9
SRR3017381,2015-12-21 11:53:31,2015-12-16 11:51:55,4117849,625913048,4117849,152,203,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017381/SRR3017381.1,SRX1485138,225001420INITIAL-PE-IL62-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208491,SAMN04330151,simple,573,Klebsiella pneumoniae,5001420INITIAL _Rep_1,,,,,,,no,,,,,JCVI,SRA320063,,public,26817A4714700B3B8DE71D88D71D5BBE,2D7920B9AC4D184F9343070512BD11C4
SRR3017383,2015-12-21 11:52:21,2015-12-16 11:51:41,4081920,620451840,4081920,152,210,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017383/SRR3017383.1,SRX1485142,305001420INITIALB-PE-IL48-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208493,SAMN04330152,simple,573,Klebsiella pneumoniae,5001420INITIAL _Rep_2,,,,,,,no,,,,,JCVI,SRA320064,,public,B9BD21506270A4A23FFCE4174956B61D,E2C7019B08FEAE4466193293F0E80AD8
SRR3017406,2015-12-21 11:55:08,2015-12-16 11:53:24,3908618,594109936,3908618,152,193,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017406/SRR3017406.1,SRX1485143,235001420SERUM-PE-IL82-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208495,SAMN04330153,simple,573,Klebsiella pneumoniae,5001420SERUM _Rep_1,,,,,,,no,,,,,JCVI,SRA320065,,public,EEFDC74A5EA3E1FE432501648F21FFF3,6B4306EB271AFCE874362C5F06C0C0E2
SRR3017430,2015-12-21 11:54:57,2015-12-16 11:53:29,4591398,697892496,4591398,152,225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017430/SRR3017430.1,SRX1485148,315001420SERUMB-PE-IL41-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208496,SAMN04330154,simple,573,Klebsiella pneumoniae,5001420SERUM _Rep_2,,,,,,,no,,,,,JCVI,SRA320066,,public,371EAA3FD5B4B1251203AD2688B83F54,E973DF2C21D8AA173F1700A82445FA7E
SRR3017433,2015-12-21 11:55:23,2015-12-16 11:54:14,5654605,859499960,5654605,152,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017433/SRR3017433.1,SRX1485149,245001420SERUMIMP-PE-IL28-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208498,SAMN04330155,simple,573,Klebsiella pneumoniae,5001420SERUMIMP _Rep_1,,,,,,,no,,,,,JCVI,SRA320067,,public,8DFB6DE208BE364346FCF15826C29690,DEF846312ADCE9FE6782A78DE114C643
SRR3017506,2015-12-21 11:57:24,2015-12-16 11:56:55,6407766,973980432,6407766,152,333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017506/SRR3017506.1,SRX1485160,325001420SERUMINIB-PE-IL53-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208500,SAMN04330156,simple,573,Klebsiella pneumoniae,5001420SERUMIMP _Rep_2,,,,,,,no,,,,,JCVI,SRA320068,,public,D73BA2AC5BA44F7E775B7FC56074B761,2396F497E71902C38DD54C1127B07BA6
SRR3017658,2015-12-21 12:11:43,2015-12-16 12:09:27,4130777,627878104,4130777,152,238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017658/SRR3017658.1,SRX1485250,DMCA1097AIMPA-PE-IL84-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208585,SAMN04330162,simple,573,Klebsiella pneumoniae,DMC1097-IMP _Rep_1,,,,,,,no,,,,,JCVI,SRA320080,,public,6FEA792DFF3A60C212CA7FF19C2AAEA9,F3B12E932F952210C229E2547F7DEDA2
SRR3017660,2015-12-21 12:11:41,2015-12-16 12:10:27,3557565,540749880,3557565,152,206,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR3017660/SRR3017660.1,SRX1485252,DML1097IMPB-PE-IL99-1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP060000,PRJNA284750,,284750,SRS1208589,SAMN04330163,simple,573,Klebsiella pneumoniae,DMC1097-IMP _Rep_2,,,,,,,no,,,,,JCVI,SRA320082,,public,9E3532775BAB53CF86CEC0003DDEF10E,42D26D4980A31BAB9814FF764D769C2C
